s.no,Name,Location,Year,KmDriven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,New_Price,Price,doubleKmDriven
4366,Honda City i DTec S,Jaipur,2015,312932,Diesel,Manual,First,26.0 kmpl,1498 CC,98.6 bhp,5.0,,6.6,156466
4367,Tata New Safari 4X4 EX,Chennai,2007,480812,Diesel,Manual,Second,13.93 kmpl,2179 CC,138 bhp,7.0,,3.5,240406
4368,Maruti Zen Estilo LXI BS IV,Pune,2011,82300,Petrol,Manual,First,19.0 kmpl,998 CC,67.1 bhp,5.0,,2.0,41150
4369,Honda Amaze S i-VTEC,Mumbai,2013,159516,Petrol,Manual,First,17.8 kmpl,1198 CC,86.7 bhp,5.0,,3.89,79758
4370,Renault KWID 1.0 RXL,Jaipur,2017,62112,Petrol,Manual,First,23.01 kmpl,999 CC,67 bhp,5.0,,3.6,31056
4371,Maruti Ciaz AT ZXi,Mumbai,2015,101880,Petrol,Automatic,First,19.12 kmpl,1373 CC,91.1 bhp,5.0,,6.95,50940
4372,Hyundai i20 Asta Option 1.4 CRDi,Coimbatore,2016,198724,Diesel,Manual,First,22.54 kmpl,1396 CC,88.73 bhp,5.0,,7.03,99362
4373,Toyota Innova Crysta 2.4 ZX MT,Ahmedabad,2016,108000,Diesel,Manual,First,13.68 kmpl,2393 CC,147.8 bhp,7.0,23.14 Lakh,16.5,54000
4374,Maruti Ciaz ZDi Plus SHVS,Coimbatore,2016,108536,Diesel,Manual,First,28.09 kmpl,1248 CC,88.5 bhp,5.0,,7.67,54268
4375,Jaguar XF Diesel,Coimbatore,2012,378084,Diesel,Automatic,First,14.74 kmpl,2993 CC,270.9 bhp,5.0,,23.19,189042
4376,Hyundai Xcent 1.2 Kappa S,Kochi,2017,77864,Petrol,Manual,First,19.1 kmpl,1197 CC,82 bhp,5.0,,6.21,38932
4377,Porsche Cayenne Diesel,Coimbatore,2015,241580,Diesel,Automatic,First,16.12 kmpl,2967 CC,245 bhp,5.0,,45.82,120790
4378,Hyundai Xcent 1.1 CRDi S,Mumbai,2016,58000,Diesel,Manual,First,24.4 kmpl,1120 CC,71 bhp,5.0,,5.95,29000
4379,Audi A4 2.0 TDI Multitronic,Delhi,2011,116000,Diesel,Automatic,First,16.55 kmpl,1968 CC,140 bhp,5.0,,11.0,58000
4380,Maruti Ciaz RS ZXi Plus,Coimbatore,2016,243652,Petrol,Manual,First,20.73 kmpl,1373 CC,91.1 bhp,5.0,,7.19,121826
4381,Toyota Innova 2.5 G4 Diesel 8-seater,Delhi,2011,130000,Diesel,Manual,First,12.8 kmpl,2494 CC,102 bhp,8.0,,6.4,65000
4382,Mercedes-Benz New C-Class 220 CDI MT,Chennai,2015,52000,Diesel,Manual,First,15.8 kmpl,2148 CC,170 bhp,5.0,,26.0,26000
4383,Hyundai i10 Sportz,Hyderabad,2016,79788,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5.0,,4.5,39894
4384,Hyundai i10 Sportz 1.2 AT,Chennai,2011,141632,Petrol,Automatic,First,16.95 kmpl,1197 CC,78.9 bhp,5.0,,3.1,70816
4385,Maruti Baleno Zeta 1.3,Delhi,2015,108000,Diesel,Manual,First,27.39 kmpl,1248 CC,74 bhp,5.0,,5.95,54000
4386,Maruti Zen Estilo 1.1 VXI BSIII,Delhi,2008,276000,Petrol,Manual,First,18.2 kmpl,1061 CC,64 bhp,5.0,,1.2,138000
4387,BMW 7 Series 730Ld,Chennai,2014,70000,Diesel,Automatic,First,16.46 kmpl,2993 CC,258 bhp,5.0,,52.0,35000
4388,Audi Q7 4.2 TDI Quattro Technology,Bangalore,2015,100000,Diesel,Automatic,First,11.33 kmpl,4134 CC,335.2 bhp,7.0,,48.0,50000
4389,BMW X5 xDrive 30d,Hyderabad,2011,249304,Diesel,Automatic,First,11.7 kmpl,2993 CC,245 bhp,5.0,,21.99,124652
4390,Maruti Ritz LXI,Hyderabad,2013,160528,Petrol,Manual,First,21.1 kmpl,1197 CC,85.80 bhp,5.0,,4.3,80264
4391,Nissan Sunny 2011-2014 Diesel XL,Pune,2013,251200,Diesel,Manual,First,21.64 kmpl,1461 CC,84.8 bhp,5.0,,3.75,125600
4392,Toyota Corolla Altis 1.8 Limited Edition,Mumbai,2015,98000,Petrol,Manual,First,14.28 kmpl,1798 CC,138.03 bhp,5.0,,8.95,49000
4393,Toyota Etios VXD,Pune,2012,222000,Diesel,Manual,First,23.59 kmpl,1364 CC,67.1 bhp,5.0,,4.75,111000
4394,Toyota Corolla Altis GL MT,Coimbatore,2016,67380,Petrol,Manual,First,14.28 kmpl,1798 CC,138.03 bhp,5.0,,14.6,33690
4395,Audi A6 2011-2015 2.0 TDI Premium Plus,Mumbai,2012,100000,Diesel,Automatic,First,17.68 kmpl,1968 CC,174.33 bhp,5.0,,17.5,50000
4396,Maruti Ertiga ZDI,Kolkata,2012,76184,Diesel,Manual,First,20.77 kmpl,1248 CC,88.8 bhp,7.0,,5.2,38092
4397,Hyundai Grand i10 Sportz,Coimbatore,2017,95548,Petrol,Manual,First,18.9 kmpl,1197 CC,82 bhp,5.0,,6.04,47774
4398,Tata Indigo CS LX (TDI) BS III,Chennai,2009,334000,Diesel,Manual,Second,19.09 kmpl,1396 CC,69 bhp,5.0,,2.7,167000
4399,Maruti Swift Dzire AMT ZDI,Chennai,2019,130000,Diesel,Automatic,First,26.59 kmpl,1248 CC,74 bhp,5.0,,6.75,65000
4400,Volkswagen Polo Petrol Highline 1.6L,Kolkata,2011,92000,Petrol,Manual,First,15.26 kmpl,1598 CC,103.5 bhp,5.0,,2.35,46000
4401,Tata Tiago 1.2 Revotron XZ WO Alloy,Hyderabad,2017,33000,Petrol,Manual,First,23.84 kmpl,1199 CC,84 bhp,5.0,6.29 Lakh,5.0,16500
4402,Honda City i VTEC VX,Kolkata,2016,78000,Petrol,Manual,First,17.8 kmpl,1497 CC,117.3 bhp,5.0,,6.95,39000
4403,Honda Amaze V Petrol,Jaipur,2018,12000,Petrol,Manual,First,19.5 kmpl,1199 CC,86.76 bhp,5.0,8.18 Lakh,6.7,6000
4404,Audi A4 35 TDI Premium,Hyderabad,2015,120000,Diesel,Automatic,First,17.11 kmpl,1968 CC,174.33 bhp,5.0,,25.0,60000
4405,Volkswagen Vento Petrol Highline AT,Chennai,2011,194640,Petrol,Automatic,First,14.4 kmpl,1598 CC,103.6 bhp,5.0,,3.75,97320
4406,Volkswagen Vento Diesel Trendline,Chennai,2011,399228,Diesel,Manual,First,20.54 kmpl,1598 CC,103.6 bhp,5.0,,3.75,199614
4407,Honda City 1.5 S MT,Pune,2013,92000,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,5.0,,5.1,46000
4408,Maruti Wagon R LXI,Mumbai,2010,24000,Petrol,Manual,First,22.5 kmpl,998 CC,67.04 bhp,5.0,5.04 Lakh,2.45,12000
4409,Skoda Superb 2.8 V6 AT,Kolkata,2005,26004,Petrol,Automatic,First,9.3 kmpl,2771 CC,193.1 bhp,5.0,,3.25,13002
4410,Honda City i DTEC SV,Kolkata,2014,52000,Diesel,Manual,First,26.0 kmpl,1498 CC,98.6 bhp,5.0,,5.5,26000
4412,Mercedes-Benz M-Class ML 350 4Matic,Coimbatore,2016,111332,Diesel,Automatic,First,0.0 kmpl,2987 CC,165 bhp,5.0,,49.24,55666
4413,Maruti Alto 800 LXI,Kochi,2016,206556,Petrol,Manual,First,22.74 kmpl,796 CC,47.3 bhp,5.0,,3.04,103278
4414,Hyundai i20 Magna 1.2,Delhi,2015,42000,Petrol,Manual,First,18.6 kmpl,1197 CC,81.83 bhp,5.0,,4.9,21000
4415,Ford Ecosport 1.5 DV5 MT Trend,Bangalore,2013,180000,Diesel,Manual,First,22.7 kmpl,1498 CC,89.84 bhp,5.0,,6.25,90000
4416,BMW 3 Series GT 320d Luxury Line,Hyderabad,2015,145020,Diesel,Automatic,First,19.59 kmpl,1995 CC,184 bhp,5.0,,33.0,72510
4417,BMW X5 xDrive 30d,Chennai,2011,116000,Diesel,Automatic,Second,11.7 kmpl,2993 CC,245 bhp,5.0,,27.0,58000
4418,Honda Amaze S i-Vtech,Coimbatore,2014,195988,Petrol,Manual,Second,18.0 kmpl,1198 CC,86.7 bhp,5.0,,5.21,97994
4419,Ford EcoSport 1.5 Ti VCT MT Titanium,Mumbai,2014,62260,Petrol,Manual,First,15.85 kmpl,1499 CC,110.4 bhp,5.0,,5.75,31130
4420,Jaguar XF 3.0 Litre S Premium Luxury,Coimbatore,2012,151336,Diesel,Automatic,First,14.74 kmpl,2993 CC,270.9 bhp,5.0,,16.58,75668
4421,Toyota Corolla 1.8 J,Delhi,2015,24000,Petrol,Manual,First,14.53 kmpl,1798 CC,138 bhp,5.0,,11.0,12000
4422,Hyundai i10 Sportz,Pune,2014,180000,Petrol,Manual,Second,20.36 kmpl,1197 CC,78.9 bhp,5.0,,2.8,90000
4423,Mercedes-Benz New C-Class C220 CDI Executive Edition,Kochi,2019,34640,Diesel,Automatic,First,15.8 kmpl,2148 CC,170 bhp,5.0,,37.99,17320
4424,Skoda Laura Ambiente 2.0 TDI CR MT,Delhi,2011,170000,Diesel,Manual,Second,20.0 kmpl,1968 CC,108.5 bhp,5.0,,3.65,85000
4425,Ford Endeavour 4x2 XLT,Hyderabad,2007,260000,Diesel,Manual,First,13.1 kmpl,2499 CC,141 bhp,7.0,,6.0,130000
4426,Ford Figo Petrol EXI,Coimbatore,2013,120656,Petrol,Manual,First,15.6 kmpl,1196 CC,70 bhp,5.0,,4.54,60328
4427,Honda Amaze S i-Vtech,Kochi,2015,137308,Petrol,Manual,First,18.0 kmpl,1198 CC,86.7 bhp,5.0,,5.4,68654
4428,Tata Indica Vista TDI LS,Mumbai,2014,150000,Diesel,Manual,First,19.1 kmpl,1405 CC,70 bhp,5.0,,3.3,75000
4429,Volvo XC60 D4 Summum,Hyderabad,2012,172000,Diesel,Automatic,Second,14.7 kmpl,1985 CC,163 bhp,5.0,,18.25,86000
4430,Datsun Redi GO Sport,Bangalore,2017,24000,Petrol,Manual,First,22.7 kmpl,799 CC,53 bhp,5.0,,3.1,12000
4431,Hyundai EON Era Plus,Kochi,2013,231036,Petrol,Manual,First,21.1 kmpl,814 CC,55.2 bhp,5.0,,3.84,115518
4432,Maruti Alto 800 VXI,Kolkata,2016,48600,Petrol,Manual,First,22.74 kmpl,796 CC,47.3 bhp,5.0,,2.44,24300
4433,Volkswagen Polo Petrol Trendline 1.2L,Bangalore,2011,132000,Petrol,Manual,Second,16.47 kmpl,1198 CC,73.9 bhp,5.0,,3.6,66000
4434,Hyundai i10 Asta,Mumbai,2015,303660,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5.0,,3.9,151830
4435,Nissan Sunny 2011-2014 XL,Chennai,2013,214000,Petrol,Manual,Second,16.95 kmpl,1498 CC,97.7 bhp,5.0,,2.9,107000
4436,Toyota Corolla Altis G,Chennai,2008,172000,Petrol,Manual,Second,14.53 kmpl,1798 CC,138.1 bhp,5.0,,3.5,86000
4437,Hyundai Verna CRDi ABS,Chennai,2009,320000,Diesel,Manual,Second,18.1 kmpl,1493 CC,110 bhp,5.0,,3.5,160000
4438,Maruti Alto 800 2016-2019 LXI Optional,Jaipur,2019,6000,Petrol,Manual,First,24.7 kmpl,796 CC,47.3 bhp,5.0,,3.5,3000
4439,Hyundai i20 Sportz 1.4 CRDi,Hyderabad,2015,289980,Diesel,Manual,First,21.9 kmpl,1396 CC,88.76 bhp,5.0,,7.0,144990
4440,Hyundai Verna 1.6 CRDi AT S,Chennai,2016,66000,Diesel,Automatic,First,19.08 kmpl,1582 CC,126.2 bhp,5.0,,8.7,33000
4441,Audi Q7 3.0 TDI Quattro Technology,Hyderabad,2014,120000,Diesel,Automatic,First,12.07 kmpl,2967 CC,241.4 bhp,7.0,,45.0,60000
4442,Tata Indica V2 eLS,Hyderabad,2016,320412,Diesel,Manual,First,25.0 kmpl,1396 CC,69 bhp,5.0,,1.8,160206
4443,Chevrolet Spark 1.0 LS,Kolkata,2007,84200,Petrol,Manual,First,18.0 kmpl,995 CC,62 bhp,5.0,,0.99,42100
4444,Hyundai Grand i10 1.2 Kappa Magna,Kolkata,2018,9000,Petrol,Manual,First,18.9 kmpl,1197 CC,81.86 bhp,5.0,6.4 Lakh,4.8,4500
4445,Toyota Fortuner 4x4 MT TRD Sportivo,Mumbai,2014,194000,Diesel,Manual,First,12.55 kmpl,2982 CC,169 bhp,7.0,,17.95,97000
4446,Mahindra E Verito D4,Chennai,2016,100000,Electric,Automatic,First,,72 CC,41 bhp,5.0,13.58 Lakh,13.0,50000
4447,Hyundai Grand i10 1.2 Kappa Asta,Kochi,2017,204892,Petrol,Manual,First,18.9 kmpl,1197 CC,81.86 bhp,5.0,7.48 Lakh,5.66,102446
4448,Honda City 1.5 S MT,Delhi,2009,128000,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,5.0,,3.1,64000
4449,Hyundai Elite i20 Petrol Asta,Kochi,2016,227644,Petrol,Manual,First,18.6 kmpl,1197 CC,81.86 bhp,5.0,,6.54,113822
4450,Toyota Innova 2.5 G4 Diesel 8-seater,Hyderabad,2015,295696,Diesel,Manual,First,12.8 kmpl,2494 CC,102 bhp,8.0,,13.2,147848
4451,Ford Mustang V8,Kochi,2018,42580,Petrol,Automatic,First,13.0 kmpl,4951 CC,395 bhp,4.0,83.92 Lakh,56.8,21290
4452,Toyota Innova Crysta 2.8 GX AT,Kochi,2019,28152,Diesel,Automatic,First,11.36 kmpl,2755 CC,171.5 bhp,7.0,20.74 Lakh,19.4,14076
4453,Maruti Zen Estilo 1.1 VXI BSIII,Ahmedabad,2007,150360,Petrol,Manual,First,18.2 kmpl,1061 CC,64 bhp,5.0,,1.65,75180
4454,Maruti Swift ZDi,Jaipur,2013,184000,Diesel,Manual,Second,22.9 kmpl,1248 CC,74 bhp,5.0,,4.35,92000
4455,Fiat Avventura MULTIJET Emotion,Hyderabad,2015,114532,Diesel,Manual,First,20.5 kmpl,1248 CC,91.72 bhp,5.0,,6.5,57266
4456,Maruti Zen Estilo VXI BSIII,Delhi,2007,128000,Petrol,Manual,First,18.2 kmpl,998 CC,67.1 bhp,5.0,,1.11,64000
4457,Renault Duster 85PS Diesel RxL,Mumbai,2013,82000,Diesel,Manual,First,19.87 kmpl,1461 CC,83.8 bhp,5.0,,5.5,41000
4458,Mitsubishi Pajero 2.8 SFX,Delhi,2012,183996,Diesel,Manual,First,10.5 kmpl,2835 CC,107.2 bhp,6.0,,11.0,91998
4459,Maruti Celerio VXI AT,Pune,2015,100000,Petrol,Automatic,First,23.1 kmpl,998 CC,67.04 bhp,5.0,,3.9,50000
4460,Tata Indica V2 DLS BSIII,Pune,2013,140000,Diesel,Manual,First,17.88 kmpl,1405 CC,48.21 bhp,5.0,,1.8,70000
4461,Hyundai Elite i20 Petrol Asta,Kochi,2016,75080,Petrol,Manual,First,18.6 kmpl,1197 CC,81.86 bhp,5.0,,6.22,37540
4462,Maruti Celerio VXI AT,Hyderabad,2014,88000,Petrol,Automatic,First,23.1 kmpl,998 CC,67.04 bhp,5.0,,4.3,44000
4463,Hyundai Grand i10 1.2 Kappa Asta,Hyderabad,2017,45000,Petrol,Manual,First,18.9 kmpl,1197 CC,81.86 bhp,5.0,7.82 Lakh,5.99,22500
4464,Hyundai i20 1.2 Magna Executive,Delhi,2017,69724,Petrol,Manual,First,18.6 kmpl,1197 CC,81.83 bhp,5.0,,6.0,34862
4465,Hyundai Verna 1.6 SX VTVT (O),Delhi,2014,123132,Petrol,Manual,First,17.1 kmpl,1591 CC,121.3 bhp,5.0,,5.85,61566
4466,Land Rover Freelander 2 SE,Kochi,2014,123460,Diesel,Automatic,First,12.39 kmpl,2179 CC,147.51 bhp,5.0,,19.94,61730
4467,Maruti Swift VXI BSIII,Chennai,2009,136000,Petrol,Manual,First,16.1 kmpl,1298 CC,88.2 bhp,5.0,,2.9,68000
4468,Honda Amaze SX i-VTEC,Mumbai,2014,58000,Petrol,Manual,First,18.0 kmpl,1198 CC,86.7 bhp,5.0,,4.25,29000
4469,Toyota Corolla Altis Diesel D4DG,Hyderabad,2010,312420,Diesel,Manual,First,21.43 kmpl,1364 CC,87.2 bhp,5.0,,5.99,156210
4470,Honda Amaze S Diesel,Kolkata,2013,93000,Diesel,Manual,First,27.4 kmpl,1498 CC,98.6 bhp,5.0,8.54 Lakh,3.3,46500
4471,Audi A6 3.0 TDI quattro,Coimbatore,2009,105660,Diesel,Automatic,Second,16.77 kmpl,2967 CC,241.38 bhp,5.0,,8.08,52830
4472,Maruti Wagon R VXI,Jaipur,2017,159468,Petrol,Manual,First,22.5 kmpl,998 CC,67.04 bhp,5.0,5.44 Lakh,4.5,79734
4473,Honda Mobilio E i DTEC,Hyderabad,2014,117944,Diesel,Manual,First,24.2 kmpl,1498 CC,98.6 bhp,7.0,,6.5,58972
4474,Honda CR-V 2.4 4WD AT,Bangalore,2006,132000,Petrol,Automatic,Second,10.1 kmpl,2354 CC,152 bhp,5.0,,3.9,66000
4475,Hyundai Verna 1.6 SX VTVT (O),Delhi,2013,104000,Petrol,Manual,First,17.1 kmpl,1591 CC,121.3 bhp,5.0,,5.25,52000
4476,Hyundai Santa Fe 4x4 AT,Bangalore,2014,116000,Diesel,Automatic,First,11.72 kmpl,2199 CC,194.3 bhp,7.0,,17.0,58000
4477,Hyundai i10 Sportz AT,Ahmedabad,2012,116000,Petrol,Automatic,First,16.95 kmpl,1197 CC,78.9 bhp,5.0,,3.5,58000
4478,Ford Fusion Plus 1.4 TDCi Diesel,Hyderabad,2008,150000,Diesel,Manual,Second,17.7 kmpl,1399 CC,68 bhp,5.0,,3.0,75000
4479,Hyundai i10 Sportz,Coimbatore,2015,82016,Petrol,Manual,Second,20.36 kmpl,1197 CC,78.9 bhp,5.0,,4.87,41008
4480,Hyundai Xcent 1.1 CRDi SX Option,Jaipur,2014,130000,Diesel,Manual,First,24.4 kmpl,1120 CC,71 bhp,5.0,,6.0,65000
4481,Skoda Superb Style 2.0 TDI AT,Mumbai,2015,38000,Diesel,Automatic,First,18.19 kmpl,1968 CC,174.5 bhp,5.0,36.94 Lakh,15.5,19000
4482,Ford Fiesta 1.4 Duratec EXI,Pune,2008,148000,Petrol,Manual,Second,16.6 kmpl,1388 CC,68 bhp,5.0,,1.6,74000
4483,Maruti Baleno Zeta Automatic,Pune,2017,66000,Petrol,Automatic,First,21.4 kmpl,1197 CC,83.1 bhp,5.0,,7.25,33000
4484,Skoda Laura 1.9 TDI MT Ambiente,Mumbai,2010,190000,Diesel,Manual,Second,17.0 kmpl,1896 CC,105 bhp,5.0,,3.25,95000
4485,Volkswagen Vento 1.5 TDI Comfortline,Kolkata,2012,68000,Diesel,Manual,First,20.64 kmpl,1498 CC,108.5 bhp,5.0,11.16 Lakh,3.4,34000
4486,Audi Q7 3.0 TDI Quattro Technology,Coimbatore,2014,411460,Diesel,Automatic,First,12.07 kmpl,2967 CC,241.4 bhp,7.0,,30.5,205730
4487,Hyundai Verna VTVT 1.6 SX Option,Kochi,2016,104756,Petrol,Manual,First,17.0 kmpl,1591 CC,121.3 bhp,5.0,13.6 Lakh,7.97,52378
4488,Mercedes-Benz New C-Class 220 CDI AT,Delhi,2012,76000,Diesel,Automatic,First,14.84 kmpl,2143 CC,170 bhp,5.0,,13.51,38000
4489,Honda Amaze S i-Dtech,Kochi,2015,120668,Diesel,Manual,First,25.8 kmpl,1498 CC,98.6 bhp,5.0,,5.43,60334
4490,Ford Fiesta 1.4 Duratec EXI Limited Edition,Chennai,2010,214000,Petrol,Manual,First,16.6 kmpl,1388 CC,68 bhp,5.0,,2.6,107000
4491,Hyundai i20 Magna Optional 1.2,Bangalore,2013,890000,Petrol,Manual,First,18.5 kmpl,1197 CC,82.9 bhp,5.0,,4.45,445000
4492,Maruti Alto 800 LXI,Kolkata,2017,4392,Petrol,Manual,First,22.74 kmpl,796 CC,47.3 bhp,5.0,,2.75,2196
4493,BMW 5 Series 530i Sedan,Kolkata,2010,48000,Petrol,Automatic,First,10.6 kmpl,2996 CC,258 bhp,5.0,,8.75,24000
4494,Fiat Grande Punto 1.4 Emotion,Coimbatore,2015,89692,Petrol,Manual,Second,14.6 kmpl,1368 CC,88.7 bhp,5.0,,5.41,44846
4495,Maruti Dzire AMT ZDI Plus,Kochi,2018,256140,Diesel,Automatic,First,28.4 kmpl,1248 CC,73.75 bhp,5.0,10.7 Lakh,8.55,128070
4496,Mahindra XUV500 W6 2WD,Mumbai,2014,91200,Diesel,Manual,First,15.1 kmpl,2179 CC,140 bhp,7.0,,8.25,45600
4497,Volvo XC90 2007-2015 D5 AT AWD,Kochi,2014,408004,Diesel,Automatic,First,11.1 kmpl,2400 CC,200 bhp,7.0,,23.58,204002
4498,Hyundai i10 Sportz 1.2,Coimbatore,2014,189756,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5.0,,4.49,94878
4499,Toyota Fortuner 3.0 Diesel,Hyderabad,2010,386508,Diesel,Manual,First,11.5 kmpl,2982 CC,171 bhp,7.0,,12.99,193254
4500,Tata Nano XTA,Bangalore,2016,58000,Petrol,Automatic,First,21.9 kmpl,624 CC,37.48 bhp,4.0,,2.8,29000
4501,Renault Lodgy 110PS RxZ 8 Seater,Coimbatore,2016,206724,Diesel,Manual,First,19.98 kmpl,1461 CC,108.5 bhp,8.0,,8.43,103362
4502,Audi Q7 3.0 TDI Quattro Premium Plus,Hyderabad,2015,100000,Diesel,Automatic,First,12.07 kmpl,2967 CC,241.4 bhp,7.0,,47.5,50000
4503,Honda City i VTEC CVT VX,Mumbai,2016,85332,Petrol,Automatic,First,18.0 kmpl,1497 CC,117.3 bhp,5.0,,8.95,42666
4504,Renault Duster 110PS Diesel RxL,Jaipur,2013,130000,Diesel,Manual,Second,19.01 kmpl,1461 CC,108.45 bhp,5.0,,5.5,65000
4505,Honda Amaze S i-VTEC,Jaipur,2014,37552,Petrol,Manual,First,17.8 kmpl,1198 CC,86.7 bhp,5.0,,4.75,18776
4506,Honda Amaze S i-Vtech,Jaipur,2016,13428,Petrol,Manual,First,18.0 kmpl,1198 CC,86.7 bhp,5.0,,4.75,6714
4507,BMW 3 Series 320i,Pune,2009,80000,Petrol,Automatic,Second,12.05 kmpl,1995 CC,154 bhp,5.0,,9.5,40000
4508,Maruti Ritz LDi,Coimbatore,2011,354156,Diesel,Manual,First,23.2 kmpl,1248 CC,73.94 bhp,5.0,,3.77,177078
4509,Honda City 1.5 S MT,Delhi,2012,260220,Petrol,Manual,Second,17.0 kmpl,1497 CC,118 bhp,5.0,,4.25,130110
4510,BMW 3 Series 320d Sport Line,Mumbai,2014,46000,Diesel,Automatic,First,18.88 kmpl,1995 CC,184 bhp,5.0,,19.9,23000
4511,Volkswagen Jetta 2007-2011 1.9 TDI Trendline,Chennai,2009,120000,Diesel,Manual,First,15.0 kmpl,1896 CC,105 bhp,5.0,,4.0,60000
4512,Maruti Swift Dzire LXI,Kochi,2013,118700,Petrol,Manual,First,19.1 kmpl,1197 CC,85.8 bhp,5.0,,4.16,59350
4513,Jaguar XF 2.2 Litre Executive,Bangalore,2015,38000,Diesel,Automatic,Second,16.36 kmpl,2179 CC,187.7 bhp,5.0,,38.0,19000
4514,Hyundai Xcent 1.2 Kappa AT SX Option,Kochi,2016,91120,Petrol,Automatic,First,16.9 kmpl,1197 CC,82 bhp,5.0,,6.34,45560
4515,Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,Pune,2009,236000,Diesel,Manual,First,12.8 kmpl,2494 CC,102 bhp,8.0,,4.5,118000
4516,Maruti Eeco 7 Seater Standard,Chennai,2016,110000,Petrol,Manual,First,15.1 kmpl,1196 CC,73 bhp,7.0,4.87 Lakh,3.75,55000
4517,Audi A4 New 2.0 TDI Multitronic,Delhi,2012,120000,Diesel,Automatic,Second,15.2 kmpl,1968 CC,140.8 bhp,5.0,,10.2,60000
4518,Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,Chennai,2007,290000,Diesel,Manual,First,12.8 kmpl,2494 CC,102 bhp,8.0,,5.0,145000
4519,Maruti Grand Vitara MT,Mumbai,2008,93620,Petrol,Manual,First,9.8 kmpl,1995 CC,163.5 bhp,5.0,,3.95,46810
4520,Volkswagen Vento 1.5 TDI Highline,Coimbatore,2016,251068,Diesel,Manual,First,20.34 kmpl,1498 CC,103.2 bhp,5.0,,9.75,125534
4521,Hyundai Elite i20 Petrol Asta,Kochi,2018,74212,Petrol,Manual,First,18.6 kmpl,1197 CC,81.86 bhp,5.0,,7.93,37106
4522,Ford Fiesta Classic 1.4 Duratorq CLXI,Hyderabad,2011,572572,Diesel,Manual,First,17.8 kmpl,1399 CC,67 bhp,5.0,,2.1,286286
4523,Mitsubishi Pajero Sport 4X4,Coimbatore,2015,213988,Diesel,Manual,First,13.5 kmpl,2477 CC,175.56 bhp,7.0,34.6 Lakh,16.42,106994
4524,Hyundai Santa Fe 4X4,Bangalore,2011,296000,Diesel,Manual,Second,14.66 kmpl,2199 CC,194.3 bhp,7.0,,8.9,148000
4525,Mahindra XUV500 W8 2WD,Pune,2012,190000,Diesel,Manual,First,15.1 kmpl,2179 CC,140 bhp,7.0,,7.21,95000
4526,Toyota Innova 2.5 V Diesel 8-seater,Chennai,2015,200000,Diesel,Manual,First,12.8 kmpl,2494 CC,102 bhp,8.0,,13.5,100000
4527,Mercedes-Benz GLE 350d,Chennai,2016,58000,Diesel,Automatic,First,11.57 kmpl,2987 CC,254.79 bhp,5.0,92.79 Lakh,65.0,29000
4528,Mahindra Scorpio 2009-2014 SLE 7S BSIV,Bangalore,2014,174000,Diesel,Manual,First,12.05 kmpl,2179 CC,120 bhp,7.0,,7.4,87000
4529,Honda City 1.5 S AT,Kochi,2014,113676,Petrol,Automatic,First,16.8 kmpl,1497 CC,118 bhp,5.0,,5.15,56838
4530,Mercedes-Benz GL-Class 2007 2012 350 CDI Luxury,Pune,2013,200000,Diesel,Automatic,First,12.0 kmpl,2987 CC,224 bhp,7.0,,32.0,100000
4531,Honda City 1.5 S MT,Kolkata,2011,250000,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,5.0,,3.25,125000
4532,Maruti Wagon R VXI AMT,Kolkata,2017,34000,Petrol,Automatic,First,22.5 kmpl,998 CC,67 bhp,5.0,5.8 Lakh,3.95,17000
4533,Tata Indigo eCS GLE BSIII,Pune,2013,140000,Petrol,Manual,Second,15.4 kmpl,1193 CC,65 bhp,5.0,,1.5,70000
4534,Hyundai i20 2015-2017 1.2 Asta with AVN,Pune,2010,100000,Petrol,Manual,Second,17.0 kmpl,1197 CC,80 bhp,5.0,,3.0,50000
4535,Honda Jazz Active,Kolkata,2010,79600,Petrol,Manual,First,16.0 kmpl,1198 CC,90 bhp,5.0,,1.99,39800
4536,Maruti A-Star Lxi,Kolkata,2010,120000,Petrol,Manual,First,19.0 kmpl,998 CC,66.1 bhp,5.0,,1.35,60000
4537,BMW 3 Series 320d Highline,Hyderabad,2009,116000,Diesel,Automatic,First,16.07 kmpl,1995 CC,181 bhp,5.0,,13.5,58000
4538,Skoda Yeti Elegance,Hyderabad,2010,440036,Diesel,Manual,First,17.67 kmpl,1968 CC,138.08 bhp,5.0,,6.99,220018
4539,Nissan Terrano XV Premium 110 PS,Hyderabad,2013,170000,Diesel,Manual,First,19.01 kmpl,1461 CC,108.5 bhp,5.0,,8.5,85000
4540,Volkswagen Polo Diesel Comfortline 1.2L,Pune,2010,168000,Diesel,Manual,Second,22.07 kmpl,1199 CC,73.9 bhp,5.0,,2.89,84000
4541,BMW 3 Series 320d,Mumbai,2011,102000,Diesel,Automatic,First,22.69 kmpl,1995 CC,190 bhp,5.0,47.87 Lakh,10.5,51000
